Temperature,Pressure,Humidity,Wind Direction,Wind Speed,Weather Description
65.822,1014,100,200,2,rain
75.2,1015,65,220,4,thunderstorm
77,1015,65,210,3,thunderstorm
77,1015,65,210,3,thunderstorm
81.608,1013,61,220,5,thunderstorm
78.656,1013,73,160,2,rain
78.314,1013,64,340,4,thunderstorm
76.658,1013,61,310,3,rain
74.516,1013,64,251,4,rain
77.018,1015,57,280,5,rain
76.46,1014,60,360,5,rain
73.76,1016,64,10,2,rain
73.22,1016,77,10,2,rain
70.43,1015,82,10,2,rain
72.32,1013,94,176,4,rain
74.12,1012,94,120,1,thunderstorm
79.34,1011,83,210,4,rain
76.208,1007,100,150,5,rain
81.014,1006,78,190,3,rain
73.994,1009,69,250,5,rain
64.382,1012,88,210,2,rain
79.34,1016,61,200,2,rain
76.442,1014,61,190,2,rain
74.39,1011,83,210,4,rain
74.3,1011,78,230,6,rain
73.4,1010,78,220,4,rain
73.4,1009,78,230,5,rain
73.4,1009,83,230,7,rain
73.004,1009,83,230,6,rain
79.394,1008,65,240,6,rain
76.658,1008,78,290,7,rain
76.838,1008,51,260,8,rain
67.388,1020,52,320,3,rain
64.184,1020,55,320,3,rain
63.608,1020,55,320,2,rain
69.062,1020,77,152,2,rain
70.376,1019,78,120,2,rain
70.772,1019,73,120,2,rain
70.178,1018,83,90,2,rain
65.12,1018,100,60,4,thunderstorm
64.796,1018,100,30,3,thunderstorm
64.796,1019,100,70,3,thunderstorm
64.796,1019,93,158,4,thunderstorm
70.592,1018,83,100,3,rain
69.8,1018,83,80,3,rain
66.65,1017,100,220,2,rain
66.866,1018,88,100,1,rain
67.766,1018,88,142,2,thunderstorm
62.618,1014,100,180,2,rain
60.782,1012,87,210,2,rain
60.458,1012,100,247,2,rain
58.082,1012,82,300,3,rain
82.742,1003,48,220,6,thunderstorm
81.212,1002,51,230,8,rain
73.598,1003,94,310,4,rain
71.06,1003,94,290,5,rain
69.8,1005,88,310,2,rain
60.782,1008,93,260,6,rain
62.582,1008,77,330,2,rain
68.9,1007,68,320,5,rain
66.056,1009,82,290,5,rain
65.696,1010,48,300,3,rain
63.806,1014,45,290,2,rain
60.062,1014,51,298,1,rain
65.588,1015,48,280,4,thunderstorm
56.408,1016,87,300,3,rain
56.858,1016,93,290,3,rain
56.48,1016,76,250,3,rain
55.994,1017,76,250,3,rain
55.184,1016,87,270,3,rain
54.788,1017,87,240,2,rain
54.392,1018,82,250,2,rain
65.498,1025,59,10,4,rain
64.58,1025,59,20,5,rain
58.802,1011,93,10,1,rain
58.388,1012,93,212,1,rain
69.008,1018,88,241,2,rain
68.594,1018,88,240,1,rain
68.72,1019,94,290,2,rain
69.8,1018,94,220,1,rain
70.52,1019,94,308,0,rain
71.798,1019,100,10,3,rain
69.836,1018,100,20,5,rain
65.804,1019,82,50,2,rain
64.94,1019,77,20,2,rain
64.4,1018,88,60,2,rain
64.004,1016,88,30,3,rain
63.59,1016,100,10,2,rain
67.982,1016,88,50,4,rain
68.36,1017,88,110,3,rain
68.54,1016,100,140,1,rain
70.34,1015,94,130,2,rain
70.394,1015,94,100,3,rain
70.61,1015,100,100,2,rain
70.412,1014,100,90,2,rain
69.404,1014,94,30,1,rain
71.978,1015,78,310,4,rain
53.78,1017,82,250,3,rain
54.59,1018,87,230,2,rain
54.41,1018,93,220,2,rain
54.788,1018,87,230,3,rain
67.658,1018,67,330,9,rain
67.19,1020,48,300,5,rain
61.358,1023,82,330,2,rain
71.204,1026,68,210,4,rain
71.762,1024,78,240,6,rain
72.482,1025,69,250,6,rain
74.39,1024,73,240,6,rain
77.198,1023,65,240,8,rain
78.62,1023,61,240,5,rain
77,1021,73,270,6,rain
77.216,1022,78,260,7,rain
76.442,1022,83,240,4,rain
76.82,1022,78,230,4,rain
76.28,1022,73,270,5,rain
74.786,1022,69,260,5,rain
71.24,1022,78,300,6,rain
70.016,1023,68,270,3,rain
68.18,1023,64,280,4,rain
65.858,1023,60,300,3,rain
63.266,1024,51,320,3,rain
67.1,1019,68,350,4,rain
64.76,1020,72,320,1,rain
62.06,1019,77,360,2,rain
60.8,1020,93,350,1,rain
60.818,1019,93,50,2,rain
60.422,1019,93,350,1,rain
59.18,1019,93,360,1,rain
58.64,1019,100,330,2,rain
58.442,1020,93,45,2,rain
57.182,1019,93,50,2,rain
59.702,1019,93,100,1,rain
60.98,1018,87,80,2,rain
60.98,1018,93,80,2,rain
61.214,1018,100,108,2,rain
62.402,1017,88,60,2,rain
62.6,1015,100,70,2,rain
62.24,1015,100,50,1,rain
61.808,1016,93,70,1,rain
62.582,1015,100,207,3,rain
65.3,1013,93,110,2,rain
65.3,1012,93,160,2,rain
65.192,1012,88,180,2,rain
66.182,1011,82,200,5,rain
79.79,1006,51,190,7,rain
74.894,1003,94,200,10,rain
72.626,1003,88,240,12,thunderstorm
66.002,1003,88,230,6,rain
63.14,1005,82,240,8,rain
63.986,1009,88,80,1,rain
64.202,1009,93,120,2,rain
64.4,1009,100,70,3,rain
64.4,1009,100,60,1,rain
64.4,1007,93,30,4,rain
63.41,1009,93,360,3,rain
59.522,1021,72,50,4,rain
59.18,1020,62,40,6,rain
56.984,1020,76,30,5,rain
56.642,1019,87,40,4,rain
55.58,1018,76,50,8,rain
53.942,1018,93,50,8,rain
52.88,1019,100,40,7,rain
52.52,1020,93,40,6,rain
51.818,1021,93,40,7,rain
51.818,1021,93,50,6,rain
52.214,1023,93,40,5,rain
51.998,1022,100,30,4,rain
52.16,1022,87,40,6,rain
50.54,1023,93,30,2,rain
50.36,1023,100,360,3,rain
50.54,1023,100,10,3,rain
50.81,1023,100,10,3,rain
50.99,1024,93,20,2,rain
52.196,1024,93,30,3,rain
52.988,1024,93,20,3,rain
54.014,1023,93,20,2,rain
55.562,1022,93,40,3,rain
57.2,1022,93,290,2,rain
57.2,1022,93,156,4,rain
57.2,1021,93,260,2,rain
57.2,1022,93,210,1,rain
61.34,1022,82,10,2,rain
61.592,1023,93,100,1,rain
65.138,1020,93,100,1,rain
64.76,1018,100,50,1,rain
64.616,1018,88,40,3,rain
61.592,1016,93,120,2,rain
62.6,1017,100,60,1,rain
61.79,1012,100,110,4,rain
62.762,1012,100,100,1,rain
63.482,1010,100,190,5,rain
73.04,1003,78,220,11,rain
64.796,1007,77,280,9,rain
62.438,1008,77,280,9,rain
59.54,1012,72,280,9,rain
64.976,1010,68,160,6,rain
65.57,1008,72,150,5,rain
61.412,999,93,200,7,rain
60.404,998,87,180,8,rain
53.204,999,93,240,7,rain
51.44,998,87,240,9,rain
50.162,999,87,240,6,rain
49.19,1000,87,240,5,rain
48.74,1000,87,210,2,rain
48.992,1001,93,190,6,rain
49.802,1000,87,200,5,rain
50.342,999,100,190,5,rain
51.26,1000,87,210,7,rain
52.7,1000,93,200,9,rain
50.738,1002,76,210,11,rain
50.162,1002,71,210,7,rain
48.992,1002,87,210,6,rain
46.4,1003,81,230,10,rain
45.608,1004,93,210,5,rain
44.204,1004,93,220,5,rain
44.6,1005,93,250,5,rain
44.06,1003,100,230,6,rain
43.52,1005,93,230,7,rain
44.006,1005,93,240,4,rain
43.61,1005,87,260,5,rain
43.394,1005,93,230,2,rain
43.196,1005,87,230,4,rain
43.196,1005,87,250,3,rain
43.592,1004,93,250,3,rain
42.8,1004,93,230,2,rain
42.962,1006,87,220,4,rain
44.96,1006,81,220,2,rain
47.282,1006,66,220,3,rain
47.192,1006,87,310,2,rain
39.38,1009,93,230,3,rain
38.606,1011,86,250,1,rain
38.804,1014,100,270,8,snow
39.2,1014,100,260,6,rain
38.39,1016,64,250,6,snow
38.372,1017,100,250,6,snow
39.2,1019,69,260,5,snow
39.884,1020,65,160,1,rain
41.198,1020,75,200,6,snow
57.362,1015,93,330,4,thunderstorm
52.61,1015,100,340,6,rain
52.016,1016,93,350,3,rain
47.966,1016,93,100,3,rain
49.46,1014,100,140,2,rain
50.774,1013,100,170,2,rain
50.9,1013,100,160,1,rain
53.006,1010,100,80,1,rain
60.62,1007,100,190,4,rain
34.52,1020,74,330,8,snow
32.396,1022,100,290,4,snow
30.38,1024,100,310,6,snow
28.22,1024,63,350,7,snow
27.392,1027,35,310,4,snow
21.182,1030,62,330,3,snow
19.022,1034,62,320,3,snow
20.264,1035,62,350,4,snow
25.178,1037,49,30,3,snow
34.142,1027,69,200,1,rain
34.592,1027,74,190,1,rain
34.844,1027,69,170,1,snow
41.198,1004,93,170,5,snow
46.202,993,100,157,4,snow
45.986,991,100,20,4,snow
45.788,991,93,10,5,rain
41.9,992,100,340,8,snow
37.796,993,100,340,5,snow
35.6,995,86,320,7,snow
35.798,1011,100,290,6,snow
35.816,1011,74,270,5,snow
35.996,1010,69,280,8,rain
35.186,1012,69,290,5,snow
34.934,1012,74,280,6,snow
34.034,1011,69,290,4,snow
30.992,1024,100,320,5,snow
